,ids,date,text
30,1365810781128949761,2021-02-27 23:47:20,@BlueSteelDC Wow. Just wow. Because clearly that's people's real motive when arguing with Sinema who is one of 2 Senators who are holding Biden's agenda hostage.
31,1365810627474837505,2021-02-27 23:46:43,@trouseredapes @Randywellw8 @ZachandMattShow @Sen_JoeManchin @SenatorSinema Because Manchin and Sinema will oppose it if alone. Only shot is if it’s a package deal.
32,1365810586777513985,2021-02-27 23:46:34,"I think the Biden administration should let Harris overrule the parliamentarian on the minimum wage, so Manchin and Sinema are held responsible for killing the bill. Ultimately we will pass it without it but Biden will have to take the heat for those two senators."
33,1365810242446110726,2021-02-27 23:45:11,"Radyo, Televizyon ve Sinema öğrencisi olup sadece Adobe Premier dersi aldığımı ne zaman kabul ettireceğim ben bu sektöre? Geri kalan uygulamalar alanımın dışında kalıyor yeter artık 👈🏻"
34,1365810204911280134,2021-02-27 23:45:03,"@icedbrew2 @Econ_Marshall they have the power RIGHT NOW to make this happen, if they so choose. Harris (or a diff person Schumer selects in her stead) can directly overrule the parliamentarian; gotta force Manchin/Sinema/etc to actually vote no on record (&amp; risk the consequences of that on their careers)."
35,1365810056839766017,2021-02-27 23:44:27,@mcjacco Kyrsten Sinema
36,1365810037520801796,2021-02-27 23:44:23,"@TuffTiffResists @SymbioticMind @cmkshama @RichardAngwin Except then you need 60 votes to pass it because DEMs allow automatic filibusters on everything as opposed to 51 votes through budget rec.

If they actually wanted to pass $15/hr they would ignore the parliamentarian and twist arms of Manchin &amp; Sinema. This is what GOP would do."
37,1365809816317227008,2021-02-27 23:43:30,@yaelisa1111 @PramilaJayapal @VPKamalaHarris So what do you suggest they do with Manchin and Sinema?
38,1365809748252237824,2021-02-27 23:43:14,@OuakamA @POTUS Not everything the Dems hope to pass will pass. That's just politics. I'd like to really pressure Manchin and Sinema to start chipping away at the filibuster. The Dems need to pass serious structural reforms to prevent the GOP from entrenching minority rule and limiting the vote.
39,1365809710994124805,2021-02-27 23:43:05,"@InternetHippo I have to say as much as I would love to be mad about this, what would it do. Sure they could overrule the parliamentarian but Manchin and Sinema would just vote no so all it would do is give the Rs ammo to say ""Look they have no respect for the rules!"""
40,1365809531553538055,2021-02-27 23:42:22,@EricBoehlert Reminder we can't kill filibuster because of Democrats Joe Manchin- West Virginia Kristen Sinema- Arizona and Diane Feinstein- California. Three Democrats are sabotaging Biden's agenda.
41,1365809522472845312,2021-02-27 23:42:20,@TheMayor3 If you fear that eventually Kyrsten Sinema might change her mind on the filibuster.
42,1365809462666215432,2021-02-27 23:42:06,"@Econ_Marshall @ARVRRob Inverting reality is apparently a thing.

If Democrats lose in 2022, the progressives have even less power than they have now. Kneecapping Democrats now is what progressives are hoping for? 

The covid19 should be able to pass if Sinema and Manchin join; removing min wage helps"
43,1365809164900052993,2021-02-27 23:40:55,"@__steve_g @NoIDCNY @burgessev Dems don’t have the votes to pass it in the vague hand waving of DC. Put it on the floor and make Manchin and Sinema sink the 1.9T, 70% Nationally supported recovery bill"
44,1365809161968050180,2021-02-27 23:40:54,"Krysten Sinema, another Arizona voter here,

I worked hard to get you elected and i was thrilled to death when you won.

Now i can't believe that you have forgotten who sent you their and you already turned your back on us.

Fix it or lose it. https://t.co/l2xkMqdmFF"
45,1365809098512429058,2021-02-27 23:40:39,@GOPLeader Remember these two Senators (Kristen Lea Sinema and Joseph Manchin III) are the ones holding up the process of increasing the federal minimum wage of $15 an hour. https://t.co/L01Ux6IbAk
46,1365808920506359809,2021-02-27 23:39:56,@OfficialSynanon The problem is that Sinema is a lunatic who really truly loves the filibuster. You’re not going to trick her into ending the filibuster with a lower minimum wage.
47,1365808847072419841,2021-02-27 23:39:39,"@kws017013 @brat2381 That's weird because I didn't think that he was the whip or the parliamentarian. What you're missing here, (and you're not alone), is that the VP has the ability to disregard the parliamentarian. Manchin and Sinema won't vote no to the entire bill. Politics 101"
48,1365808702578548736,2021-02-27 23:39:04,@CathSterner @retrophys1cal @princessmom122 @RoKhanna In AZ we had a voter initiative in 2016 to raise the minimum wage to $12/hr and mandate paid sick leave by most employers. The GOP controlled state government watered it down and AZ voters rewarded them by voting for them and Gov. Ducey in 2018. This won’t cost Sinema here.
49,1365808659381579778,2021-02-27 23:38:54,"I've mentioned before the issues these days at The New Republic &amp; how the publication has declined in quality as it has gone off to the far left. This article is objectively, empirically wrong. It's Manchin, Sinema, &amp; Republicans who are blocking a $15/hr minimum wage. https://t.co/GHSMiRbhMY"
50,1365808610882822153,2021-02-27 23:38:42,@samziegler_ @Karen86105874 @JamieBonham5 @Amy_Siskind @VP No. Manchin and Sinema aren’t on board.
51,1365808360411471874,2021-02-27 23:37:43,"#Keep15In WE HAVE THE VOTES. Sinema and Manchin are not going to vote ""No"" when their voters are desperately hoping to get at least $1400 before Christmas. @JoeBiden is lying just like he lies about #CancelStudentLoans after HE made it IMPOSSIBLE to be rid of them with bankruptcy https://t.co/S81SDdbwyf"
52,1365808295819300865,2021-02-27 23:37:27,@candyhog @lowrad57 @samziegler_ @Amy_Siskind @RepJayapal They don’t have the votes. Blame man manchin and sinema
53,1365808257764372480,2021-02-27 23:37:18,@IlhanMN https://t.co/W238H2c1SJ
54,1365808219071873028,2021-02-27 23:37:09,@IlhanMN https://t.co/W238H2c1SJ
55,1365808143700221954,2021-02-27 23:36:51,@RoKhanna @IlhanMN https://t.co/W238H2c1SJ
56,1365808078663385091,2021-02-27 23:36:36,@IlhanMN https://t.co/W238H2c1SJ
57,1365808033541091329,2021-02-27 23:36:25,"Atlas Sineması küllerinden yeniden doğdu:
~
Restorasyonu tamamlanan Beyoğlu'ndaki tarihi Atlas Sineması ve İstanbul Sinema Müzesi Cumhurbaşkanı Recep Tayyip Erdoğan'ın yaptığı konuşmayla kapılarını sanatseverlere yeniden açıldı. https://t.co/guediDvwRO #AtlasSineması  #Film https://t.co/8yOjk8qfOB"
58,1365808015933399042,2021-02-27 23:36:21,@sunrisemvmt @IlhanMN @JoeBiden https://t.co/W238H2c1SJ
59,1365807755508989952,2021-02-27 23:35:19,"@RoKhanna @princessmom122 This is not on Biden, Harris or Bernie. This is on Durbin and Schumer, they need to remind Manchin and Sinema why the dems won the trifecta. They won to deliver on a progressive agenda. If Manchin and Sinema will not play ball, they need to GTFO of our party."
60,1365807603264159745,2021-02-27 23:34:42,"George Clooney ve Julia Roberts “ Tickets to Paradise” Filminin Başrollerini Paylaşacak: ;
~
George Clooney ve Julia Roberts romantik komedi filmi Tickets to Paradise‘ta birlikte rol alacak. George Clooney ve Julia Roberts; beraber… https://t.co/oE1b4Vk8f0 #Türkçe #Sinema #Film https://t.co/k3DGLhuNgu"
61,1365807586793037824,2021-02-27 23:34:38,"@SenatorSinema You can't move America into the future hanging onto a vestige of the past. 

Support the progressive agenda, Senator Sinema. End the filibuster. 🇺🇸

#votebluein22"
62,1365807556304773121,2021-02-27 23:34:31,@RoKhanna You gonna work with your Arizona counterparts to win over Kyrsten Sinema or you gonna post in Twitter?
63,1365807480564027398,2021-02-27 23:34:13,@Ccumhurozkaya Bunun birde sinema oyuncusu benzeri var başkasının namusuna göz dikip öldürdükten sonra yurt dışına kaçan
64,1365807458363592707,2021-02-27 23:34:08,"@RapoportAnatoli @Angry_Staffer @VP @SecondGentleman I'm aware of their opposition to the min. wage increase. Work needs to be done by the whip. The question is would Manchin and Sinema sink the entire relief bill, which is supported by almost 80% of the country, over that one provision? (That's for the whip to work on)."
65,1365807421575360514,2021-02-27 23:33:59,"‘Source Code’ Yazarından Bilim Kurgu Soygun Filmi Geliyor: 
~
Başarılı ekip, Netflix için yeteneklerini sergileyecek. &gt;&gt;  https://t.co/bTH84vkm0H #Türkçe #Sinema #Film #Netflix https://t.co/jpfGuE7Qtf"
66,1365807335432667137,2021-02-27 23:33:38,@QuizTR Cok garip bi belgesel film gibi ama  sinema film gibiydi de 🤔 evrimi anlatiyordu sanirim😏
67,1365807245921906689,2021-02-27 23:33:17,@thehill That's only if you consider Manchin and Sinema Democrats. They aren't.
68,1365807234798804995,2021-02-27 23:33:14,"@zingziIiactik sinema ve müze açılışı yapmışlar, rtenin doğum gününü kutlamış sonra da"
69,1365807150694608902,2021-02-27 23:32:54,Special Call to Action – Sinema &amp; the Filibuster! https://t.co/lRgwWgp5Rc
70,1365807073766879236,2021-02-27 23:32:36,"It's Bernie Sanders job to secure votes for the covid stimulus package not Vice President Harris. If Joe Manchin and Kyrsten Sinema are not voting on the covid bill, then it's Bernie Sanders fault not Vice President Kamala Harris or the parliamentarian."
71,1365806982557532168,2021-02-27 23:32:14,@blackwomenviews At least Jayapal has a clear strategy for persuading Manchin and Sinema to change their minds! Get it in the Bill—&gt; magic happens —&gt; Bill passes.
72,1365806873203470338,2021-02-27 23:31:48,"There are more Democratic Senators standing in the way of filibuster reform than just Sinema and Manchin. ☹️

You can check here to see each Senator's public position: https://t.co/no54LelWKM https://t.co/jXIcHqqINZ"
73,1365806833126924290,2021-02-27 23:31:39,@gaynmad Overturn the decision and Manchin and Sinema still don’t support the $15 minimum wage
74,1365806738763444225,2021-02-27 23:31:16,@kyrstensinema HEY SINEMA WHY ARE YOU REPUBLICAN NOW?
75,1365806681129553920,2021-02-27 23:31:02,@The_Ophilus @JamaalBowmanNY Oh yeah? Is he fighting for it? I haven’t heard him publicly pressure Manchin and Sinema.
76,1365806391752093698,2021-02-27 23:29:53,@IamNurseTrish Manchin and Sinema don't support $2k so how would $10k pass?
77,1365806380951756803,2021-02-27 23:29:51,@MichaelDTubbs @prime_bee They need to answer that question to their voters. And  that will happen in 2022. I already see signs that Sinema needs to stop straddling the fence.
78,1365806379374632970,2021-02-27 23:29:50,"@MicheleEGwynn @Angry_Staffer @VP @SecondGentleman They can overrule parliamentarian but they cannot overrule Manchin and Sinema who can (!) sink the whole bill bcz of $15. So, strategically they should exclude $15 to save the bill"
79,1365805725965053954,2021-02-27 23:27:15,Kyrsten Sinema will not vote to eliminate filibuster and is 'not open' to changing her mind https://t.co/qXI4iNlIBk Pretty face but no substance.  Just an excuse to vote with the GOP. Pretty sad for an elected official.
80,1365805638849331201,2021-02-27 23:26:54,@KeithBu83058454 @nypapajoe @RBReich @prayforsanity2 Thanks.Just having 2 more seats in Senate would eliminate the two Democrat who may vote No on most bills but need to wait until midterms. For other bills given Republican resistance I agree we should end the Filibuster but again until Manchin &amp; Sinema agree we are 2 votes short.
81,1365805634273206272,2021-02-27 23:26:53,"@kerryeleveld @SarahLongwell25 Look at Arizona. Sinema is being demonized, but she won precisely *because* she’s pretty much a centrist and not “progressive.” Kelley hasn’t been in long enough to see what he does, but he ran as a centrist, too."
82,1365805571912445952,2021-02-27 23:26:38,Sinema https://t.co/yNFzsaIyWt
83,1365805549162438656,2021-02-27 23:26:33,@RevDrBarber @POTUS @JoeBiden @VP @KamalaHarris Not Sinema and Manchin the only democratic senators holding this up? Come on man! Your faux-rage is disingenuous.
84,1365805534520111106,2021-02-27 23:26:29,"@ztomass @lacadri34 I agree with that too, and I think they should really lean on them, especially internally, like McConnell does. But there needs to be a concerted public effort to hold Republicans accountable, putting them in the spotlight. But yes, I'm furious with Sinema and Manchin."
85,1365805245885014018,2021-02-27 23:25:20,"@reeseer1 @thehill And Schrader, plus Sinema."
86,1365805245595406339,2021-02-27 23:25:20,@anatosaurus @MelissaJPeltier Have you contacted the offices of Sinema and Manchin to demand they vote for change on behalf of the 81 million Americans who voted Democratic in 2020? Please do so and encourage others to do the same. #81MillionDems
87,1365805214142500868,2021-02-27 23:25:13,"@CathSterner @retrophys1cal @princessmom122 @RoKhanna Republicans don’t have a manchin.He’s a conservative dem in a +40 R state, that would be like Rs having a liberal Republican senator in Vermont and trying to get his vote

Anytime Manchin goes against dems he benefits, it’s annoying but it’s how it is. Sinema on the other hand..."
88,1365805038329823240,2021-02-27 23:24:31,@selcanturkmenn Şu an aklıma elalemin evinde sinema salonu ve süpermarketi olduğu aklıma geldi sinirlendim bak kime atıp tutcam ben
89,1365805037193199616,2021-02-27 23:24:30,"Arkadaşlar Korona sadece kafe ,bar , sinema ve restoranlarda etkisini gösteriyor . Açılış törenlerinde veya yaz aylarında otellere uğramıyor . Bu tespiti yapmak için 392729 yıl tıp okumanıza veya bilim insanı olmanıza gerek yok . Gündemi bilseniz yeter :/"
90,1365805036962373632,2021-02-27 23:24:30,"@EzekielWinger @ponyphaeton @WinebrennerD @Booker4KY I actually agree with you. Biden should just overrule the parlimentarian and call Manchin and Sinema's bluff by haing them vote on enormously popular bill. 

That's what I WANT them to do. Sadly, Biden doesn't have the balls to do it. And it's fucking pathetic."
91,1365805027630198787,2021-02-27 23:24:28,"@WonderKing82 The left want her to overrule the parliamentarian only to have Manchin and Sinema vote no, to be able to blame her for then not securing their votes ahead of time. She can’t win......I abhor the far right, they have absolutely no credibility!!!"
92,1365804544584744967,2021-02-27 23:22:33,@nickkburris He’s not as outspoken and Sinema used to be a hardcore leftist
93,1365804126832058376,2021-02-27 23:20:53,"No, they won't. Democrats will send snarky tweets and meekly accept it when Manchin and Sinema inevitably refuse to support this bill. https://t.co/tYdJm49GrW"
94,1365804038890151942,2021-02-27 23:20:32,"@Bradley_LHerrou @ExistentialEnso Well they’re all not already. If not, the Dems have 2 more recon bills to use and they can reopen the covid one after it passes. One of sinema and manchin’s big objections was using a Covid bill to pass non-relief items."
95,1365804031818555393,2021-02-27 23:20:31,@WaywardWinifred Dude if you think its only Manchin and Sinema  aren't in line ....You don't know politics ....Its all the corporate Dems as well as Reps...and the leader of the pack IS the majority leader
96,1365804015284592640,2021-02-27 23:20:27,Great read https://t.co/OrMZwEIi9g
97,1365803932199645190,2021-02-27 23:20:07,"@skrying4poetry @CWar20 @johniadarola Even if all of those things happen, Sinema and Manchin said they won't vote for it. It's math. 50-2+1. https://t.co/snpuSkGNdO"
98,1365803559053385733,2021-02-27 23:18:38,@imillhiser Not Sinema
99,1365803448478826497,2021-02-27 23:18:12,@WalkerBragman You spelled Manchin and Sinema wrong.
0,1366176211437817859,2021-02-28 23:59:25,And with people like Sinema and Manchin standing in the way of preventing this we may actually get to this point.... https://t.co/CiF5r6tD5d
1,1366176174989312002,2021-02-28 23:59:17,"@SuburbanVoice There are things he needs to do better and, frankly, we need to pressure Sinema and Manchin for some of that."
2,1366175932789186560,2021-02-28 23:58:19,Sinema is a cosponsor of HR 1 you dolt. I swear so many far lefties and partisans are wishing there was a Joe Lieberman in this senate when there isn't https://t.co/ghTlpZF9nM
3,1366175812290928642,2021-02-28 23:57:50,@RevDrBarber @VP Dems won’t unify. They’ve already said that.  Reverend you need to go talk to Manchin and Sinema. What bible story best reflects them?
4,1366175801788481537,2021-02-28 23:57:48,@kathy_isleno Senators need to do that and we need to stay on them to do it. Also-two Dem Senators are on our side on this. Joe Manchin and Sinema from AZ.
5,1366175673681801219,2021-02-28 23:57:17,"Not Republicans. Not the Senate parliamentarian. Joe Manchin, Kyrsten Sinema, and even Joe Biden are to blame for squandering their party’s majority power. https://t.co/DUqGIG2QFX"
6,1366175501014994946,2021-02-28 23:56:36,"@SenSanders Please continue to push for the 15.00 min. wage increase. Senators Manchin and Sinema need to get on board or get voted out of office. I make 13.+ and it's still not enough during the winter with the fuel bills, etc."
7,1366175437882200067,2021-02-28 23:56:21,Değerli bir altın ejderha yumurtası bulmak ve onu kötü korsanlardan korumak için yarışması gereken ...devamı sitede. #gundem #film #sinema #sinemalar https://t.co/HyVw0hm7nV #animasyon #film
8,1366175435831341059,2021-02-28 23:56:20,@StandUpAmerica The votes aren’t there... but it may be possible to entice Manchin and Sinema to agree to modify it so that 60 votes are not required for all legislation (outside of reconciliation) to reach the floor for debate and a vote.
9,1366175315874246656,2021-02-28 23:55:52,STOP EXPECTING THE BLACK WOMAN TO ALWAYS DO THE HEAVY LIFTING WHILE MANCHIN AND SINEMA AND BERNIE ET AL SIT AROUND SELFISHLY STRATEGIZING LIKE WANNABE MACHIAVELLIAN EUNUCHS. VP KAMALA HARRIS WAS NOT BORN TO DO ANYONE'S BIDDING. THIS IS A SET UP REVEREND!!! VERY DISAPPOINTING... https://t.co/m6n8JN08U3
10,1366175197565452291,2021-02-28 23:55:24,@0xKruzr @lolitaguis @CAclintonite @murphburner @jaboukie Manchin is the best we can hope for in WV. Sinema needs to be primaried ASAP. But for now we're stuck with them.
11,1366174958100086784,2021-02-28 23:54:26,"@tribelaw I've been thinking about that non-stop. Without voting/election/democracy protection legislation, next time they can do it ""right"" &amp; they're laying the groundwork now. How to get through to Manchin &amp; Sinema?"
12,1366174955583471619,2021-02-28 23:54:26,"@MaxDG1013 @AHomayouniVA @jaboukie And if the filibuster wasn't a thing, and if DINOs Manchin and Sinema were actual democrats... but they're not. So what is your point?"
13,1366174639412682761,2021-02-28 23:53:10,"@tarihsanatmit Sanata göre değişir. Olaya biraz kişinin kendisini geliştirmesi olarak bakarsak endüstriyel bir sanat söz konusu olursa resim, sinema, heykel gibi bu tabi ki daha zor olacaktır ama edebiyat gibi pek bir ekonomik güç gerektirmeyen alanlarda sanatın gelişimi daha kolay olabilir.+"
14,1366174610744430594,2021-02-28 23:53:04,"@briebriejoy Same principle as force the vote. This time we know there seem 2B just 2 hold outs Manchin &amp; Sinema. 
Do they want 2B known for killing the so desperately needed covid relief bill just because for some reason they refuse to raise the minimum wage to a measly $15? 
Moment of Truth"
15,1366174609893167107,2021-02-28 23:53:03,"@RevDrBarber @VP If she does so, then both Manchin and Sinema have said they will not vote for the final bill.

Instead of trying to somehow make this VP Harris's fault, why not focus your efforts on other ways to pass a MW increase? Last time we put it in a defense appropriations bill."
16,1366174537897959436,2021-02-28 23:52:46,@rice_ricej @mdm1002 @mcjacco Guess you’re centrist right then..do you even know that Sinema is voting against progress? Like a living wage?
17,1366174232145776643,2021-02-28 23:51:33,"This is misogynistic fantasy

If MVP Harris overrules the parliamentarian, Sens Manchin and Sinema have committed to voting against it

This would not only ensure $15 Minimum Wage doesn’t pass but would endanger the WHOLE bill https://t.co/oAld35Qjf6"
18,1366174213548212224,2021-02-28 23:51:29,"@SimonTVesper Your problem isn't with ""democrats,"" it's with Manchin and Sinema."
19,1366174210444304384,2021-02-28 23:51:28,"@StacyJannis I suspect that, as long as the Dem Congress actually unites behind Biden  and enacts his agenda, the country &amp; economy will improve, and GOP numbers will dwindle.

Manchin &amp; Sinema are our hurdles.

And we have to stop their vote suppression strategies in the state legislatures."
20,1366174137517961218,2021-02-28 23:51:11,"@LVKVD @RJTerrace @lolitaguis @AHomayouniVA @jaboukie I do agree with you that Dems need to take a stronger rhetorical position on MW. They need to force Manchin and Sinema into voting yes by making them the clear reason that a super popular policy will not pass. But rhetoric is just rhetoric, not policy."
21,1366174080689438722,2021-02-28 23:50:57,@TVietor08 Do we truly believe that sinema and manchin are worried about senate norms? Or is there something more sinister going on with them?
22,1366173931116191744,2021-02-28 23:50:22,@tribelaw This should make Manchin and Sinema reconsider getting rid of the filibuster so we can pass the John Lewis Voting Rights Act and fix our democracy before it's too late. We won't get another chance.
23,1366173762333204480,2021-02-28 23:49:41,@sahilkapur It’s Manchin and Sinema.
24,1366173753252659202,2021-02-28 23:49:39,"@ibflorea That doesn’t matter because that bill needs 60 votes, not 50. Manchin and Sinema support that bill in theory but not in practice because they strongly support the filibuster."
25,1366173559710572545,2021-02-28 23:48:53,⁦@SenatorSinema⁩ You ran as a Democrat and we voted for you as one. Now is the time for you to lead us as a Democrat to a government that is for the people. #EndTheFilibuster  https://t.co/AFSpwfFlQu
26,1366173485215731717,2021-02-28 23:48:35,@MattBoxer94 Do you think Manchin and Sinema nuke to pass this? Manchin was a co-sponsor last congress if I remember rightly. I think if Byrd was still alive he'd tell him to nuke also
27,1366173417792241664,2021-02-28 23:48:19,"@RevDrBarber @VP Yet to see you mention manchin and sinema, the 2 democrats who do not support a $15 minimum wage."
28,1366173323302952970,2021-02-28 23:47:57,"@BlueWave2020NY @sahilkapur Biden and Schumer need to get Manchin and Sinema to fall in line on $15 min wage, filibuster, voting rights, gun control, ACA. Either United front or lose in 2022!"
29,1366173308090204168,2021-02-28 23:47:53,Sinema and Manchin are both co-Spenser’s of the senate’s iteration of this bill. https://t.co/iqff0S6GvU
30,1366173219238137861,2021-02-28 23:47:32,"@EmSucksAtLiving @c5nt5r_left @lolitaguis @AHomayouniVA @jaboukie Sen. Chris Coons, Sen. Kyrsten Sinema, Sen. Dianne Feinsein, Sen. Angus King, Charles Schumer, sen joe manchin

They are the reason Dems cave in &amp; fail every fuccin time 

they love legislation that doesn’t touch their power, wealth, lobbyist groups, or change govt structure"
31,1366172960340529162,2021-02-28 23:46:30,"@joshuetree @sahilkapur I think it can go via reconciliation with a simple majority vote of 50+1. The  issues with that is Manchin &amp; Sinema so that is only 48+1 unless maybe moderate GOPers would join on. 

The 2nd issue is Reconciliation is for budget items. Not sure if all pieces would be eligible."
32,1366172825233612809,2021-02-28 23:45:58,@mujde_isil Yüzde yüz katılıyorum. Her gece evde iki film izliyorum ama hiçbir zaman karanlık sinema salonundaki gibi odaklanamıyorum.
33,1366172821135720448,2021-02-28 23:45:57,"@pashulman The fact is, Kyrsten Sinema is Susan Collins light, and therefore she doesn't care, because she isn't a democrat, but I'm happy that Arizona democrats now know this, so they can primary her in 2024."
34,1366172601572331525,2021-02-28 23:45:05,@tify330 @RevDrBarber The bill passed the House *with* the MW provision. Taking it out means the amended bill goes back to the House -- that would delay the bill. Whipping Manchin and Sinema actually means the bill would get to Biden's desk faster!
35,1366172593871552517,2021-02-28 23:45:03,"@IJReilly4 LBJ would have gotten Manchin and Sinema to vote yes.

#EndTheFilibuster
 #ForThePeopleAct 

There must be something Biden can do to force these two hacks that value their re- election over their Country WTH

https://t.co/G0m2gUe9Hg"
36,1366172552859705353,2021-02-28 23:44:53,"@lolitaguis @CAclintonite @murphburner @jaboukie what is your solution to the Manchin and Sinema problem. like you clearly think it's obvious, lay it on us pls"
37,1366172392825970691,2021-02-28 23:44:15,"@tify330 Have I shared this article with you yet? It’s a workaround to Manchin/Sinema saying no to the filibuster-carveouts-and it’s been done before. If they care about democracy, this is how to save it. https://t.co/skMtdqzxVd"
38,1366172376191352832,2021-02-28 23:44:11,"@pashulman The one case I cannot understand is Sinema, in Arizona. If HR 1 fails, with the voting bills going through the GOP legislature their, no democrat, even Sinema could get elected for a decade. Her stance on the filibuster is just unacceptable."
39,1366172113376215042,2021-02-28 23:43:08,@spruoko @mymothrsdaughtr @sahilkapur @SenatorSinema @Sen_JoeManchin EXACTLY. And they don’t want to be squeezed between the ActBlue donors that funded their 2018 campaigns and their more conservative constituents. But their hands will be forced. Sinema in particular looks ridiculous maintaining her position given the voting laws proposed in AZ.
40,1366172084884406273,2021-02-28 23:43:01,Manchin and Sinema won’t suffer in their home states for voting No. They also don’t have to worry about primary challenges from the Left who will surely get thrashed in primaries. So we all lose. https://t.co/eLd9H5snSQ
41,1366171941992861696,2021-02-28 23:42:27,a lot of drama for a thing that Kyrsten Sinema is probably going to be responsible for killing https://t.co/5plAB4vsrz
42,1366171903052898308,2021-02-28 23:42:18,"@kevin8seven1 @vrcadia1 @sahilkapur @mehdirhasan Manchin might, but I don’t think he could have a winner Republican primary in WV after voting to impeach Trump twice!! And I think Sinema might only get blue and blue as her state does!! Or risk getting a serious primary from her left!"
43,1366171891539578880,2021-02-28 23:42:15,"@HighgateRobin @ZacAKAMadu correcting facts. It’s not the Democrats fault it’s the Reps, (&amp; Manchin and Sinema, but I understand they’re from basically red states which can go red easily) we need the John Lewis VRA, voting senatorial representation for Washington, the VI &amp; Puerto Rico."
44,1366171889811480578,2021-02-28 23:42:15,@AlloEnzyme Sinema/Manchin Democrat but in 2016 you would’ve probably supported Bush in the Republican primary
45,1366171830638280706,2021-02-28 23:42:01,"@sahilkapur What decision will Biden have to make? He surely wants it to pass. Does he have the ability to override Manchin and Sinema if they won’t vote to eliminate (or at least modify) the filibuster?

Does every Republican agree with voter suppression? Maybe we can make a deal."
46,1366171767576924165,2021-02-28 23:41:46,"@Ferric242 @SpecialPuppy1 Even doing any substantial ACA expansion along the lines that Biden laid out on the campaign trail would require eliminating the filibuster, which shitty moderates like Sinema and Manchin are blocking. Endless debate followed by losing in the Senate is the opposite of exciting."
47,1366171739768635395,2021-02-28 23:41:39,@kevin8seven1 @sahilkapur I know and that’s why they need to win two more senate seats to ignore Manchin and Sinema.
48,1366171732411834369,2021-02-28 23:41:37,@BarryYourFriend @AlloEnzyme She’s more Sinema
49,1366171726946574336,2021-02-28 23:41:36,@john08742078 @ACarole If Manchin and Sinema don't get on board with legislation it won't matter.
50,1366171715831816193,2021-02-28 23:41:33,@sahilkapur We have to call a spade a spade. Joe Manchin doesn't give a damn about the voting rights of black people. That's not his base. Not getting rid of the filibuster gives Manchin and Sinema an out. It keeps them from having to vote on the Votings rights bill or police reform.
51,1366171713193582593,2021-02-28 23:41:33,still wondering where all the protesters from the past 4 years are. you’re needed in manchin &amp; sinema’s lives https://t.co/eYv2rZjvyF
52,1366171682252161027,2021-02-28 23:41:25,MANCHIN SINEMA FEINSTEIN THINK 7.25 and 000 STIMULUS $$$  NEEDED FOR POOR QUALITY AMERICAN  BUST ASS USA WORKERS  DEMS---SHUT THESE MF CORP $$$ UP  and DO IT NOW  WE DFO NOT FORGET NOT EVER AGAIN!!  #TRADINGTRAITORSFEINSTEINLOEFFLERPERDUE   ADD MANCHIN SINEMA AS FELLOW TRAITORS
53,1366171327158128640,2021-02-28 23:40:01,@jaboukie I too want to refuse to acknowledge the existence of Joe Manchin and Kyrsten Sinema
54,1366171254345072646,2021-02-28 23:39:43,"@mymothrsdaughtr @sahilkapur @SenatorSinema @Sen_JoeManchin Both Manchin and Sinema, especially Manchin, are opposed to it because it allows them to duck accountability to voters."
55,1366171218273988609,2021-02-28 23:39:35,"@sahilkapur The way you're framing this is disingenuous. While President Biden can discuss the issue with Senate Dems &amp; encourage them to get rid of it, ultimately,  it's up to a vote by those same Senators. Manchin &amp; Sinema have to feel pressure from constituents to change their minds."
56,1366171128016887809,2021-02-28 23:39:13,24tl kahve - 38tl yemek—sinema kacti hadi avmde girmeyelim 17 tl. Bi paket sigara al hadi yol parasi bas et. Etti 3 mekan. Hic gerek yok. Birini secerim iyisini secerim
57,1366170815658668035,2021-02-28 23:37:59,@SashaBeauloux If for no other reason. I pray Sanders doesn’t muck this up by inserting an amendment that Manchin and Sinema won’t vote for. I hope he’s talking to them.
58,1366170744279867394,2021-02-28 23:37:42,Has Sinema always been the Susan Collins of the Democrats and we just didn’t notice it because of GOP control?
59,1366170638788874240,2021-02-28 23:37:17,"@JoyAnnReid I don't see Manchin and Sinema eliminating the filibuster though. How either of them live with themselves I'm not sure, but until the filibuster is dead, so is pretty much the entire Biden agenda."
60,1366170542403964929,2021-02-28 23:36:54,FEINSTEIN MANCHIN SINEMA THINK 7.25CURRENT MIN WAGE + $1400 TOO MUCH FOR US WORKERS!! FIRE SINEMA MANCHIN AND THE TRADING TRAITOR FEINSTEIN DFIDNT BICH STEAL ENOUGH WHILE US WORKERS WERE DYING LAST WINTER HUH?? ANSWER UP BCH!! USA USA WORKERS NOT CORP$$ THIEVES NO RECONCILE!!
61,1366170290494005252,2021-02-28 23:35:54,@JoyAnnReid Sinema and Manchin will have to truly choose where their ideals are and what they are.
62,1366170167403757570,2021-02-28 23:35:24,If Manchin/Sinema aren't willing to nuke the filibuster to pass HR1 then I really don't know what to say. https://t.co/NSdwRPeqwS
63,1366169764809293826,2021-02-28 23:33:48,@catmonocle5737 @phag_got @jaboukie Yes. Go talk to Manchin and Sinema
64,1366169749743431687,2021-02-28 23:33:45,@sahilkapur @daveweigel I mean this is on Manchin and Sinema not biden. Biden can’t do anything about it
